Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Country.of.Origin,Variety,Processing.Method,Total.Cup.Points,GMM_Cluster,Hierarchical_Cluster,Spectral_Cluster,GMM_Max_Probability
8.17,8.0,7.5,7.75,7.5,7.67,10.0,10.0,10.0,Brazil,Yellow Bourbon,Unknown,84.33,1,1,1,0.9610075512692091
8.0,8.0,7.5,7.5,7.67,7.75,10.0,10.0,10.0,Brazil,Unknown,Unknown,84.33,1,1,1,0.9906729491550866
7.75,7.75,7.92,7.75,7.5,7.92,10.0,10.0,10.0,Ethiopia,Unknown,Unknown,84.33,1,1,1,0.9920051932109317
7.5,7.67,7.75,7.67,7.92,7.92,10.0,10.0,10.0,Guatemala,Unknown,Unknown,84.33,1,1,1,0.9947510264511142
7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet,84.25,1,1,1,0.9971302022923618
7.83,7.75,7.75,7.42,7.83,7.67,10.0,10.0,10.0,Thailand,Catimor,Natural / Dry,84.25,1,1,1,0.9973729654626187
7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,Colombia,Caturra,Natural / Dry,84.25,1,1,1,0.9963420795640803
7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,10.0,Guatemala,Caturra,Washed / Wet,84.25,1,1,1,0.9981974950982917
7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,Guatemala,Caturra,Washed / Wet,84.25,1,1,1,0.9917247362174401
7.83,7.83,7.58,7.75,7.75,7.75,10.0,10.0,10.0,China,Catimor,Natural / Dry,84.25,1,1,1,0.9984132868765389
7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,84.25,1,1,1,0.9980917089170558
7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,84.25,1,1,1,0.9969098113791721
7.83,7.75,7.83,7.58,7.67,7.75,10.0,10.0,10.0,Colombia,Other,Washed / Wet,84.25,1,1,1,0.9978279799524281
7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,Colombia,Caturra,Natural / Dry,84.25,1,1,1,0.9917879597930007
7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Washed / Wet,84.25,1,1,1,0.9984792857663732
7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Washed / Wet,84.25,1,1,1,0.9983497609115516
7.83,7.83,7.5,7.92,7.58,7.75,10.0,10.0,10.0,Guatemala,Bourbon,Other,84.25,1,1,1,0.9976903298152702
7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,84.25,1,1,1,0.9952639913411524
7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,United States (Hawaii),Hawaiian Kona,Natural / Dry,84.25,1,1,1,0.5765132432826525
7.83,7.92,7.67,7.83,7.5,7.75,10.0,10.0,10.0,Mexico,Typica,Semi-washed / Semi-pulped,84.25,1,1,1,0.9963288073264226
7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,10.0,Mexico,Bourbon,Washed / Wet,84.25,1,1,1,0.9973311003902238
7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,10.0,Mexico,Bourbon,Washed / Wet,84.25,1,1,1,0.997194007798101
8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,Uganda,Other,Natural / Dry,84.25,1,1,1,0.9869650623304008
7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,84.17,1,1,1,0.9986678187866
7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,84.17,1,1,1,0.998718580767728
7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,Costa Rica,Caturra,Washed / Wet,84.17,1,1,1,0.998677363423729
7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,Guatemala,Caturra,Washed / Wet,84.17,1,1,1,0.9967342113419914
7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,Guatemala,Caturra,Washed / Wet,84.17,1,1,1,0.9969627518514997
7.58,7.83,7.58,7.83,7.83,7.67,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,84.17,1,1,1,0.9983106231747063
8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,84.17,1,1,1,0.9891597616432736
7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,10.0,Nicaragua,Caturra,Natural / Dry,84.17,1,1,1,0.9969998401630186
7.67,7.75,7.75,7.67,7.83,7.75,10.0,10.0,10.0,Brazil,Catuai,Natural / Dry,84.17,1,1,1,0.9983832873961423
7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,Costa Rica,Caturra,Washed / Wet,84.17,1,1,1,0.9972726825610706
7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,10.0,Ethiopia,Gesha,Natural / Dry,84.17,1,1,1,0.9962157059440957
7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Washed / Wet,84.17,1,1,1,0.9974824387615241
7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,Colombia,Other,Washed / Wet,84.17,0,1,1,0.8400229645864049
7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,Guatemala,Unknown,Washed / Wet,84.17,1,1,1,0.9990167362979232
7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,Kenya,SL28,Washed / Wet,84.17,1,1,1,0.9981695992948123
7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,10.0,Brazil,Mundo Novo,Natural / Dry,84.17,1,1,1,0.9953411203228854
7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,84.17,1,1,1,0.9947229974244889
8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,10.0,El Salvador,Bourbon,Natural / Dry,84.17,0,1,1,0.9943913849392545
7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,84.17,1,1,1,0.9978685388175458
7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,Guatemala,Catuai,Natural / Dry,84.17,1,1,1,0.9943006419119755
7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,Uganda,Other,Washed / Wet,84.17,1,1,1,0.9980989772657899
7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,Indonesia,Mandheling,Natural / Dry,84.13,1,1,1,0.9985185734427523
7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,84.08,0,1,1,0.5633886688475442
7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet,84.08,1,1,1,0.9990731244303992
8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,84.08,1,1,1,0.995599954529806
7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,84.08,1,1,1,0.9984468734426555
7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,84.08,1,1,1,0.997102261240031
7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,United States (Hawaii),Hawaiian Kona,Natural / Dry,84.08,1,1,1,0.9746627359663086
7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,84.08,1,1,1,0.9991893718099587
7.92,7.92,7.83,8.0,7.92,7.92,10.0,10.0,8.67,Ethiopia,Other,Natural / Dry,84.08,1,1,1,0.8433451443617971
7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,Costa Rica,Unknown,Washed / Wet,84.0,1,1,1,0.9986352298196163
7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,Ethiopia,Gesha,Natural / Dry,84.0,1,1,1,0.9979925477002007
7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,Honduras,Caturra,Washed / Wet,84.0,1,1,1,0.9950854786467911
7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,10.0,Guatemala,Caturra,Washed / Wet,84.0,1,1,1,0.998106644058365
7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,Colombia,Other,Washed / Wet,84.0,1,1,1,0.9984941651625384
7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,10.0,Guatemala,Bourbon,Natural / Dry,84.0,1,1,1,0.9961832262316129
7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,10.0,Guatemala,Bourbon,Other,84.0,1,1,1,0.9990152856164373
7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,Colombia,Unknown,Washed / Wet,84.0,1,1,1,0.999304467731583
7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,10.0,Colombia,Caturra,Natural / Dry,84.0,1,1,1,0.9934969655900794
7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,84.0,1,1,1,0.9996143107465341
7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,10.0,Ethiopia,Other,Natural / Dry,84.0,1,1,1,0.9988497975077409
7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,Brazil,Yellow Bourbon,Natural / Dry,84.0,1,1,1,0.985788823462552
7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,84.0,1,1,1,0.9988695842960057
7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,10.0,Kenya,SL34,Washed / Wet,84.0,1,1,1,0.9980467069369945
7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,Thailand,Other,Washed / Wet,84.0,0,1,1,0.9999937416871693
7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,10.0,Kenya,SL28,Washed / Wet,84.0,1,1,1,0.9988524032842043
7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,10.0,Uganda,Other,Washed / Wet,84.0,1,1,1,0.9983675685799478
7.58,7.75,7.58,7.75,7.58,7.75,10.0,10.0,10.0,Thailand,Unknown,Unknown,84.0,1,1,1,0.9993918305533257
7.5,7.75,7.58,7.5,7.58,7.5,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,83.92,1,1,1,0.9994339226584525
7.83,7.83,7.58,7.92,7.42,7.5,10.0,10.0,10.0,Mexico,Mundo Novo,Washed / Wet,83.92,1,1,1,0.9971974887247371
7.67,7.75,7.5,7.67,7.67,7.83,10.0,10.0,10.0,Thailand,Catimor,Natural / Dry,83.92,1,1,1,0.9993230710728092
7.58,7.67,7.67,7.75,7.58,7.83,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,83.92,1,1,1,0.9991715037896698
7.83,7.75,7.83,7.75,7.83,7.75,9.33,10.0,10.0,Taiwan,Typica,Washed / Wet,83.92,1,1,1,0.9956599721630226
7.75,7.67,7.5,7.75,7.83,7.75,10.0,10.0,10.0,Colombia,Unknown,Unknown,83.92,1,1,1,0.99906699666646
7.75,7.58,7.5,7.83,7.75,7.92,10.0,10.0,10.0,Colombia,Unknown,Unknown,83.92,1,1,1,0.9982659186506649
7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,10.0,Taiwan,Unknown,Natural / Dry,83.92,1,1,1,0.9992455358570919
7.92,7.67,7.5,7.83,7.58,7.67,10.0,10.0,10.0,Colombia,Unknown,Washed / Wet,83.92,1,1,1,0.9988414579071953
7.83,7.75,7.58,7.58,7.75,7.75,10.0,10.0,10.0,Colombia,Unknown,Washed / Wet,83.92,1,1,1,0.9990554847800424
7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.92,1,1,1,0.9986602233372984
8.0,7.92,7.92,7.92,7.67,7.33,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet,83.92,1,1,1,0.9101117304496162
7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,Colombia,Caturra,Natural / Dry,83.92,1,1,1,0.9985166123022592
7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,83.92,1,1,1,0.9991190909427423
7.5,7.67,7.58,7.83,7.75,7.75,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,83.92,1,1,1,0.9990061709786291
7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,10.0,Mexico,Typica,Washed / Wet,83.92,1,1,1,0.9897817557291572
7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.83,1,1,1,0.9988942501360677
7.83,7.67,7.5,7.75,7.75,7.75,10.0,10.0,10.0,Colombia,Caturra,Unknown,83.83,1,1,1,0.9991240256573258
7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,Costa Rica,Caturra,Washed / Wet,83.83,1,1,1,0.9992021717704236
7.75,7.75,7.5,7.75,7.83,7.58,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.83,1,1,1,0.9990800510932053
7.75,7.67,7.5,7.75,7.75,7.67,10.0,10.0,10.0,Taiwan,Unknown,Unknown,83.83,1,1,1,0.9994192977129088
7.25,7.58,7.42,8.0,7.75,7.83,10.0,10.0,10.0,Brazil,Yellow Bourbon,Natural / Dry,83.83,1,1,1,0.9885430380458778
7.67,7.75,7.67,7.75,7.42,7.75,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet,83.83,1,1,1,0.999031171572198
7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,Ethiopia,Unknown,Natural / Dry,83.83,1,1,1,0.9993759610499334
7.67,7.67,7.58,7.5,7.83,8.17,10.0,10.0,9.33,Brazil,Bourbon,Semi-washed / Semi-pulped,83.83,1,1,1,0.9883627590829229
7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,Costa Rica,Catuai,Washed / Wet,83.83,1,1,1,0.9979458487878035
7.58,7.83,7.33,8.0,7.58,7.75,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.83,1,1,1,0.9964826648112988
7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,10.0,Brazil,Yellow Bourbon,Natural / Dry,83.83,1,1,1,0.9720741276888745
7.5,7.67,7.58,7.75,7.83,7.83,10.0,10.0,10.0,Ecuador,Unknown,Natural / Dry,83.83,1,1,1,0.9986358575933306
7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.83,1,1,1,0.9994723967179684
7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.83,1,1,1,0.9981746328881701
7.67,8.0,7.67,7.42,7.67,7.5,10.0,10.0,10.0,Mexico,Bourbon,Natural / Dry,83.83,1,1,1,0.9963774122999628
7.67,7.58,7.5,7.75,7.75,7.75,10.0,10.0,10.0,Mexico,Pacas,Natural / Dry,83.83,1,1,1,0.9994253410512084
7.83,7.83,7.58,7.67,7.5,7.58,10.0,10.0,10.0,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,83.83,1,1,1,0.9990928657206808
7.75,7.75,7.58,8.0,7.67,7.58,10.0,10.0,10.0,Thailand,Unknown,Unknown,83.83,1,1,1,0.99797220177629
7.5,7.83,7.58,7.58,7.75,7.83,10.0,10.0,10.0,Thailand,Unknown,Unknown,83.83,1,1,1,0.9986037649037766
7.58,7.83,7.58,8.0,7.83,7.5,10.0,10.0,10.0,Ethiopia,Unknown,Unknown,83.83,1,1,1,0.995457014870863
7.75,7.58,7.5,7.58,7.75,7.75,10.0,10.0,10.0,Kenya,SL28,Washed / Wet,83.75,1,1,1,0.9994603324564361
7.67,7.67,7.58,7.75,7.67,7.67,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,83.75,1,1,1,0.9995461373103398
7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.75,1,1,1,0.9991774601825599
7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,10.0,Taiwan,Typica,Natural / Dry,83.75,1,1,1,0.9994199406374096
7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,Colombia,Unknown,Washed / Wet,83.75,1,1,1,0.9987612998069063
7.83,7.75,7.67,7.5,7.58,7.67,10.0,10.0,10.0,China,Catimor,Washed / Wet,83.75,1,1,1,0.999147442407215
7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,Colombia,Caturra,Natural / Dry,83.75,1,1,1,0.9994115851363812
8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,Uganda,Bourbon,Natural / Dry,83.75,1,1,1,0.9912508988320262
7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,United States (Puerto Rico),Other,Washed / Wet,83.75,1,1,1,0.8182015895368165
7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.75,1,1,1,0.9988466665701631
7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,Colombia,Other,Washed / Wet,83.75,1,1,1,0.7367488041393395
7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.75,1,1,1,0.9993053932459023
7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.75,1,1,1,0.9964369062924398
7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,10.0,United States (Hawaii),Hawaiian Kona,Natural / Dry,83.75,1,1,1,0.8437865833704468
7.83,7.58,7.58,7.5,7.75,7.67,10.0,10.0,10.0,Mexico,Caturra,Natural / Dry,83.75,1,1,1,0.999302995896057
7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,Guatemala,Caturra,Washed / Wet,83.75,1,1,1,0.999471032611185
7.83,7.83,7.58,7.33,7.42,7.67,10.0,10.0,10.0,Colombia,Unknown,Unknown,83.75,1,1,1,0.9978181428007536
7.75,7.67,7.25,7.25,7.58,8.5,10.0,10.0,10.0,Colombia,Unknown,Unknown,83.75,0,1,1,0.718699767139078
7.83,7.67,7.75,7.67,7.58,7.5,10.0,10.0,10.0,United States (Hawaii),Unknown,Unknown,83.75,1,1,1,0.9990418327672967
7.67,7.83,7.5,7.67,7.67,7.5,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,83.67,1,1,1,0.9993665571298113
8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,Kenya,SL28,Washed / Wet,83.67,1,1,1,0.9909263605487569
7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,Honduras,Caturra,Washed / Wet,83.67,1,1,1,0.9882960601182184
7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,10.0,Nicaragua,Caturra,Washed / Wet,83.67,1,1,1,0.9990593275962676
7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,83.67,1,1,1,0.9995048448795756
7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,10.0,Taiwan,Caturra,Natural / Dry,83.67,1,1,1,0.9978057799569917
7.33,7.67,7.67,7.5,7.67,7.5,10.0,10.0,10.0,Costa Rica,Unknown,Unknown,83.67,1,1,1,0.9986788771373449
7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,10.0,Thailand,Unknown,Washed / Wet,83.67,1,1,1,0.999192125319237
7.5,7.75,7.5,7.75,7.67,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.67,1,1,1,0.999397899711741
8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.67,1,1,1,0.8714912009591146
7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.67,1,1,1,0.9992239190806987
7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.67,1,1,1,0.9990218692116246
7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.67,1,1,1,0.9978207924702284
7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.67,1,1,1,0.9989387775989149
7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.67,1,1,1,0.9955494176741682
8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,Guatemala,Caturra,Natural / Dry,83.67,0,1,1,0.8802495185615148
7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.67,1,1,1,0.9775766688238547
7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,83.67,1,1,1,0.9527050276896549
8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,Indonesia,Typica,Washed / Wet,83.67,1,1,1,0.9921200112997196
7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,10.0,Guatemala,Caturra,Washed / Wet,83.67,1,1,1,0.9979953908058202
7.75,8.0,7.92,8.08,7.75,8.0,9.33,9.33,9.33,United States (Hawaii),Unknown,Unknown,83.67,1,1,1,0.6765717355960565
7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,83.58,1,1,1,0.9996352609833883
7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,Guatemala,Caturra,Washed / Wet,83.58,1,1,1,0.9993254670084147
7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.58,1,1,1,0.9995069065698657
7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,China,Catimor,Washed / Wet,83.58,1,1,1,0.999578212843857
7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.58,1,1,1,0.9994535203396018
7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,Mexico,Caturra,Washed / Wet,83.58,1,1,1,0.999487734418823
7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,Ethiopia,Other,Washed / Wet,83.58,1,1,1,0.9995627002283991
7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,Uganda,SL14,Washed / Wet,83.58,1,1,1,0.9994578691768806
7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,Colombia,Caturra,Natural / Dry,83.58,1,1,1,0.9995328188134402
7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.58,1,1,1,0.9994697933009529
7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.58,1,1,1,0.9992916906105853
7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,Taiwan,Typica,Other,83.58,1,1,1,0.9989625942052364
7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.58,1,1,1,0.9995487594549772
7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,83.58,1,1,1,0.999476485295891
7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,Colombia,Caturra,Natural / Dry,83.58,1,1,1,0.999578212843857
7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,Brazil,Catuai,Semi-washed / Semi-pulped,83.58,1,1,1,0.9992933500185525
7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.5,1,1,1,0.9993856436683005
7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,Taiwan,Unknown,Unknown,83.5,0,0,0,0.7252529943680152
7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,Costa Rica,Caturra,Washed / Wet,83.5,1,1,1,0.998893985182512
7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,Colombia,Caturra,Natural / Dry,83.5,1,1,1,0.9993639552211077
7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.5,1,1,1,0.9994038944784178
7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.5,1,1,1,0.9995579407210831
7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,"Tanzania, United Republic Of",Ruiru 11,Washed / Wet,83.5,1,1,1,0.9995790678761137
7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,Indonesia,Sumatra,Semi-washed / Semi-pulped,83.5,1,1,1,0.9937915287324248
7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,Ethiopia,Unknown,Natural / Dry,83.5,1,1,1,0.9994842233561128
7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,Colombia,Unknown,Washed / Wet,83.5,1,1,1,0.9990511729938858
8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.5,1,1,1,0.9940493741876988
7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,Guatemala,Caturra,Washed / Wet,83.5,1,1,1,0.9991872953030213
7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.5,1,1,1,0.9986096742521217
7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,Honduras,Caturra,Natural / Dry,83.5,1,1,1,0.9994466539582249
7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.5,1,1,1,0.9994289646290436
7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.5,1,1,1,0.9994978154091364
7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,Mexico,Bourbon,Natural / Dry,83.5,1,1,1,0.9988048942614797
7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,Mexico,Typica,Semi-washed / Semi-pulped,83.5,1,1,1,0.9993358891391951
7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,Mexico,Pacamara,Washed / Wet,83.5,1,1,1,0.9988640561494077
7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,Guatemala,Caturra,Washed / Wet,83.5,1,1,1,0.9976914761370014
7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,83.5,1,1,1,0.9996283553497755
7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,83.5,1,1,1,0.9955988058256892
7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,10.0,United States (Hawaii),Unknown,Unknown,83.5,1,1,1,0.9989891655717656
7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,Indonesia,Unknown,Unknown,83.5,1,1,1,0.9993939081116374
